name,qty,value
MAC-10 | Candy Apple (Factory New),486,6318
P2000 | Granite Marbleized (Field-Tested),513,1539
Desert Eagle | Urban DDPAT (Well-Worn),879,206565
P90 | Grim (Minimal Wear),505,5555
StatTrak™ MAC-10 | Lapis Gator (Battle-Scarred),263,19462
Galil AR | Sage Spray (Field-Tested),25906,25906
Sealed Graffiti | Toasted (Brick Red),934,934
Sealed Graffiti | X-Knives (Shark White),516,516
Sealed Graffiti | Tilt (Tracer Yellow),646,646
Sealed Graffiti | Noscope (Monster Purple),333,333
Sealed Graffiti | Eco (Wire Blue),461,461
Sealed Graffiti | Eye Spy (War Pig Pink),466,466
Souvenir Tec-9 | Brass (Well-Worn),17,14671
Sealed Graffiti | Noscope (Princess Pink),392,784
Sealed Graffiti | Popdog (Frog Green),699,699
Sealed Graffiti | Take Flight (War Pig Pink),329,329
Sealed Graffiti | Speechless (Desert Amber),659,659
AWP | Man-o'-war (Field-Tested),75,224400
M4A1-S | Nitro (Battle-Scarred),211,4431
★ Butterfly Knife | Marble Fade (Factory New),3,618972
Sticker | Hobbit (Foil) | Boston 2018,8,4616
Sealed Graffiti | Take Flight (Violent Violet),392,784
AWP | Pit Viper (Field-Tested),740,12580
PP-Bizon | Brass (Well-Worn),83,2656
StatTrak™ AWP | Worm God (Field-Tested),434,131936
StatTrak™ PP-Bizon | Photic Zone (Factory New),16,6656
Sealed Graffiti | Toasted (Monster Purple),978,1956
Sealed Graffiti | Speechless (Princess Pink),736,736
Sealed Graffiti | King Me (Violent Violet),295,590
Sealed Graffiti | Popdog (Battle Green),775,775
USP-S | Night Ops (Field-Tested),467,9807
Five-SeveN | Scumbria (Well-Worn),318,2226
UMP-45 | Blaze (Minimal Wear),16,72336
MAC-10 | Palm (Well-Worn),153,612
Sealed Graffiti | Worry (Monarch Blue),403,1209
Sealed Graffiti | Popdog (Desert Amber),734,734
P90 | Sand Spray (Minimal Wear),792,792
Galil AR | VariCamo (Minimal Wear),319,1914
Sealed Graffiti | Speechless (Jungle Green),611,1222
Sealed Graffiti | Double (Monster Purple),460,460
Sticker | Team SoloMid | Cluj-Napoca 2015,79,12087
M4A4 | Griffin (Field-Tested),226,32544
Negev | Dazzle (Field-Tested),713,7130
FAMAS | Styx (Field-Tested),91,19292
PP-Bizon | High Roller (Battle-Scarred),9,1458
P250 | Sand Dune (Battle-Scarred),609,609
StatTrak™ Nova | Exo (Battle-Scarred),22,682
Sawed-Off | Full Stop (Minimal Wear),703,19684
Souvenir UMP-45 | Indigo (Field-Tested),151,12382
UMP-45 | Gunsmoke (Field-Tested),684,2052
MP7 | Army Recon (Battle-Scarred),2323,2323
Tec-9 | Re-Entry (Factory New),148,18796
Sealed Graffiti | QQ (Monster Purple),516,1032
G3SG1 | Jungle Dashed (Factory New),22,352
USP-S | Torque (Factory New),406,62930
StatTrak™ XM1014 | Slipstream (Field-Tested),228,4104
Sealed Graffiti | Double (Battle Green),582,582
PP-Bizon | Sand Dashed (Minimal Wear),1547,1547
Sealed Graffiti | Eye Spy (Frog Green),446,892
Sealed Graffiti | GGWP (Battle Green),408,408
Sealed Graffiti | Double (Frog Green),588,588
Sealed Graffiti | GGWP (Monster Purple),333,333
Sealed Graffiti | GTG (War Pig Pink),619,619
Sealed Graffiti | X-Axes (Shark White),632,632
Sawed-Off | Forest DDPAT (Minimal Wear),1304,1304
Tec-9 | Urban DDPAT (Minimal Wear),4092,4092
MP7 | Army Recon (Factory New),31,155
P250 | Mint Kimono (Field-Tested),177,53808
AUG | Condemned (Field-Tested),659,2636
G3SG1 | Jungle Dashed (Well-Worn),1027,1027
Sealed Graffiti | Bling (Monarch Blue),557,557
Sealed Graffiti | Heart (Dust Brown),370,1110
Sealed Graffiti | Tombstone (Violent Violet),274,274
Sealed Graffiti | Rage Mode (War Pig Pink),550,550
Sealed Graffiti | Piggles (Brick Red),784,1568
Sealed Graffiti | Death Sentence (Frog Green),474,474
Sealed Graffiti | GGEZ (Monster Purple),280,560
Five-SeveN | Capillary (Well-Worn),67,2747
Sealed Graffiti | Mr. Teeth (Princess Pink),600,1200
Sealed Graffiti | Double (Dust Brown),592,592
Sealed Graffiti | Take Flight (Blood Red),362,724
Sealed Graffiti | 8-Ball (War Pig Pink),487,974
Five-SeveN | Scumbria (Factory New),40,1160
Sealed Graffiti | Mr. Teeth (Jungle Green),653,1306
FAMAS | Teardown (Field-Tested),136,2584
PP-Bizon | Photic Zone (Minimal Wear),150,8550
P2000 | Woodsman (Field-Tested),52,32240
Sawed-Off | Zander (Factory New),24,1704
StatTrak™ Tec-9 | Sandstorm (Minimal Wear),145,40890
Sealed Graffiti | Keep the Change (Frog Green),1935,1935
Sealed Graffiti | GTG (Cash Green),662,662
Sealed Graffiti | X-Knives (Cash Green),581,581
Sealed Graffiti | Jump Shot (Dust Brown),500,500
SSG 08 | Blue Spruce (Battle-Scarred),3341,3341
Sealed Graffiti | Tilt (War Pig Pink),686,1372
P250 | Ripple (Well-Worn),44,836
MAG-7 | Counter Terrace (Minimal Wear),8,93024
Sawed-Off | Forest DDPAT (Battle-Scarred),1800,1800
Sealed Graffiti | X-Axes (Desert Amber),525,525
Glove Case Key,1261,0
Glock-18 | Ironwork (Well-Worn),170,1700
P90 | Sand Spray (Well-Worn),936,936
Sealed Graffiti | Quickdraw (Monarch Blue),306,612
Sealed Graffiti | 8-Ball (Frog Green),556,1112
Tec-9 | Toxic (Minimal Wear),162,102708
Winter Offensive Weapon Case,391,194327
Sealed Graffiti | Karambit (Cash Green),514,1028
Sealed Graffiti | Popdog (Bazooka Pink),677,677
Sealed Graffiti | Death Sentence (Dust Brown),593,593
USP-S | Forest Leaves (Battle-Scarred),195,975
Sealed Graffiti | X-Knives (Tiger Orange),593,593
Sealed Graffiti | Eat It (Wire Blue),681,681
Sealed Graffiti | Piggles (Tracer Yellow),940,1880
StatTrak™ P90 | Grim (Battle-Scarred),114,1254
StatTrak™ MAG-7 | Sonar (Field-Tested),68,1632
Sealed Graffiti | Lambda (Tracer Yellow),410,410
Five-SeveN | Scumbria (Minimal Wear),277,2493
Tec-9 | VariCamo (Field-Tested),849,5094
StatTrak™ P250 | Valence (Minimal Wear),392,23520
Sealed Graffiti | Loser (Desert Amber),382,764
AUG | Contractor (Well-Worn),865,865
StatTrak™ Five-SeveN | Copper Galaxy (Factory New),29,52055
Souvenir P250 | Gunsmoke (Battle-Scarred),16,1824
AK-47 | Frontside Misty (Battle-Scarred),116,82592
Sealed Graffiti | Sheriff (Tiger Orange),560,560
M4A4 | Desert Storm (Minimal Wear),29,52635
P250 | Valence (Minimal Wear),615,10455
Glock-18 | Death Rattle (Field-Tested),1229,7374
P250 | Metallic DDPAT (Factory New),1265,15180
XM1014 | Slipstream (Battle-Scarred),24,216
Souvenir Dual Berettas | Anodized Navy (Factory New),24,15048
Souvenir Five-SeveN | Forest Night (Minimal Wear),41,5248
Souvenir M4A4 | Tornado (Minimal Wear),26,59280
Souvenir Desert Eagle | Urban Rubble (Minimal Wear),17,12529
Souvenir MAG-7 | Metallic DDPAT (Factory New),45,4275
Autograph Capsule | Fnatic | MLG Columbus 2016,19,7334
Souvenir SCAR-20 | Carbon Fiber (Factory New),29,4495
Souvenir MAG-7 | Sand Dune (Factory New),5,5345
Souvenir P90 | Ash Wood (Factory New),12,3132
Tec-9 | Red Quartz (Minimal Wear),226,1582
Sticker | kioShiMa | Cologne 2015,95,20045
Five-SeveN | Urban Hazard (Factory New),260,34320
SCAR-20 | Green Marine (Field-Tested),206,4532
Galil AR | VariCamo (Field-Tested),328,1312
Sticker | Natus Vincere | Cologne 2016,45,13545
Sticker | SK Gaming (Holo) | Cologne 2016,20,60700
Sticker | Luminosity Gaming | MLG Columbus 2016,174,132588
Autograph Capsule | Luminosity Gaming | MLG Columbus 2016,31,23560
Sawed-Off | Forest DDPAT (Well-Worn),1091,1091
Revolver Case,8534,1271566
Shadow Case,7836,572028
AUG | Contractor (Battle-Scarred),2097,2097
Revolver Case Key,859,0
Tec-9 | Urban DDPAT (Battle-Scarred),5599,5599
MP9 | Sand Dashed (Well-Worn),1698,1698
AK-47 | Hydroponic (Factory New),8,1585840
SG 553 | Waves Perforated (Battle-Scarred),2605,2605
G3SG1 | Polar Camo (Battle-Scarred),2823,2823
StatTrak™ Glock-18 | Royal Legion (Well-Worn),50,15450
Gift Package,811,330888
FAMAS | Colony (Well-Worn),1160,2320
Winter Offensive Case Key,472,0
Desert Eagle | Golden Koi (Factory New),43,435031
Souvenir Dual Berettas | Briar (Minimal Wear),92,10120
SCAR-20 | Contractor (Well-Worn),2334,2334
Sticker | Cloud9 (Foil) | Cluj-Napoca 2015,8,20344
Sticker | nitr0 (Foil) | Cluj-Napoca 2015,26,55562
SSG 08 | Big Iron (Field-Tested),171,143298
SCAR-20 | Green Marine (Factory New),33,1650
M4A4 | 龍王 (Dragon King) (Factory New),67,153631
P90 | Asiimov (Minimal Wear),123,165435
StatTrak™ M4A1-S | Atomic Alloy (Minimal Wear),40,330600
StatTrak™ FAMAS | Afterimage (Field-Tested),13,18525
P90 | Asiimov (Factory New),37,117586
M4A1-S | Hyper Beast (Field-Tested),438,860232
StatTrak™ PP-Bizon | Antique (Field-Tested),20,23280
M4A1-S | Guardian (Minimal Wear),349,681248
Sticker | pashaBiceps | Cologne 2015,33,23496
M4A1-S | Dark Water (Minimal Wear),49,379162
USP-S | Serum (Minimal Wear),22,73018
M4A1-S | Guardian (Field-Tested),188,343100
M4A1-S | Dark Water (Field-Tested),42,293034
P90 | Trigon (Battle-Scarred),12,10716
★ Bayonet | Urban Masked (Battle-Scarred),7,120267
★ StatTrak™ Flip Knife | Damascus Steel (Factory New),1,22071
Operation Breakout Case Key,671,0
★ Huntsman Knife | Safari Mesh (Field-Tested),10,97330
StatTrak™ MP9 | Dart (Field-Tested),22,2200
AK-47 | Elite Build (Factory New),192,92928
StatTrak™ P2000 | Ivory (Minimal Wear),143,6149
M4A1-S | VariCamo (Minimal Wear),449,36369
AK-47 | Predator (Field-Tested),143,248248
MAG-7 | Heat (Field-Tested),180,7920
P2000 | Pulse (Minimal Wear),154,38192
Desert Eagle | Crimson Web (Minimal Wear),91,229502
Tec-9 | Tornado (Minimal Wear),15,9555
AUG | Daedalus (Field-Tested),341,148676
★ Falchion Knife | Scorched (Minimal Wear),6,64638
★ Flip Knife | Ultraviolet (Battle-Scarred),17,270589
★ StatTrak™ M9 Bayonet | Case Hardened (Field-Tested),2,132466
MAC-10 | Neon Rider (Factory New),107,106465
★ StatTrak™ Gut Knife | Fade (Factory New),8,182400
StatTrak™ M4A1-S | Atomic Alloy (Field-Tested),98,495488
Galil AR | Eco (Field-Tested),253,117139
USP-S | Caiman (Factory New),86,482804
AK-47 | Blue Laminate (Factory New),386,458182
P250 | Hive (Minimal Wear),14,6636
StatTrak™ Desert Eagle | Crimson Web (Minimal Wear),26,150982
Dual Berettas | Cobalt Quartz (Factory New),183,3477
AK-47 | Blue Laminate (Minimal Wear),453,458889
★ Huntsman Knife | Night (Well-Worn),4,51300
StatTrak™ Five-SeveN | Case Hardened (Minimal Wear),21,63042
Five-SeveN | Forest Night (Factory New),39,390
★ StatTrak™ Flip Knife | Night (Minimal Wear),3,66690
★ StatTrak™ Bayonet | Case Hardened (Well-Worn),1,35596
Sticker | Firestarter (Holo),6,2364
SCAR-20 | Army Sheen (Minimal Wear),185,46620
SSG 08 | Abyss (Field-Tested),446,8474
USP-S | Night Ops (Minimal Wear),369,10332
★ Gut Knife | Doppler (Minimal Wear) - Phase 1,2,38474
★ StatTrak™ Butterfly Knife | Stained (Well-Worn),2,149908
★ StatTrak™ Bayonet | Boreal Forest (Field-Tested),4,76920
★ M9 Bayonet | Urban Masked (Battle-Scarred),10,434340
★ StatTrak™ Gut Knife | Forest DDPAT (Battle-Scarred),2,24366
★ StatTrak™ Gut Knife | Blue Steel (Field-Tested),2,22230
★ Bayonet | Night (Well-Worn),9,166725
★ Flip Knife | Blue Steel (Minimal Wear),5,116565
★ StatTrak™ Gut Knife | Slaughter (Minimal Wear),7,110712
★ Bayonet | Tiger Tooth (Factory New),32,1532160
★ StatTrak™ Bayonet | Ultraviolet (Battle-Scarred),2,39558
★ StatTrak™ Butterfly Knife | Safari Mesh (Well-Worn),2,119700
★ StatTrak™ Butterfly Knife | Urban Masked (Battle-Scarred),3,187245
★ M9 Bayonet | Scorched (Well-Worn),7,297752
★ StatTrak™ Flip Knife | Scorched (Field-Tested),4,56828
★ StatTrak™ Gut Knife | Crimson Web (Field-Tested),6,68184
★ Butterfly Knife | Night (Well-Worn),20,1424980
★ StatTrak™ Flip Knife | Safari Mesh (Field-Tested),1,13039
★ Huntsman Knife | Case Hardened (Well-Worn),22,432630
StatTrak™ AWP | Electric Hive (Field-Tested),21,92022
StatTrak™ M4A4 | Asiimov (Battle-Scarred),7,86534
★ Karambit | Stained (Battle-Scarred),10,612750
★ StatTrak™ Flip Knife | Urban Masked (Well-Worn),3,41466
★ StatTrak™ M9 Bayonet | Scorched (Well-Worn),1,41530
★ StatTrak™ M9 Bayonet | Scorched (Battle-Scarred),5,220875
★ Butterfly Knife | Boreal Forest (Well-Worn),5,305805
★ Gut Knife | Stained (Field-Tested),14,135366
★ StatTrak™ Bayonet | Urban Masked (Field-Tested),5,91485
★ StatTrak™ Huntsman Knife | Safari Mesh (Minimal Wear),1,12654
★ StatTrak™ M9 Bayonet | Safari Mesh (Field-Tested),4,165300
★ StatTrak™ Bayonet | Safari Mesh (Field-Tested),5,89060
★ M9 Bayonet | Forest DDPAT (Well-Worn),3,123954
★ Huntsman Knife | Forest DDPAT (Battle-Scarred),7,66829
Negev | Loudmouth (Field-Tested),239,16730
★ StatTrak™ Gut Knife | Blue Steel (Minimal Wear),4,43876
Music Kit | Daniel Sadowski, Total Domination,27,6615
★ M9 Bayonet | Night (Battle-Scarred),1,47737
★ StatTrak™ Huntsman Knife | Slaughter (Minimal Wear),4,125400
★ Flip Knife | Doppler (Factory New) - Phase 2,2,116508
AUG | Condemned (Minimal Wear),290,1740
Tec-9 | Bamboo Forest (Battle-Scarred),2676,792096
StatTrak™ MAC-10 | Graven (Field-Tested),12,44112
StatTrak™ P2000 | Ivory (Well-Worn),173,3460
Souvenir SCAR-20 | Sand Mesh (Field-Tested),57,741
★ Butterfly Knife | Slaughter (Factory New),7,1296743
AWP | Safari Mesh (Minimal Wear),517,5170
StatTrak™ Sawed-Off | Serenity (Factory New),8,5992
★ Karambit | Doppler (Minimal Wear) - Phase 3,1,146774
★ StatTrak™ Butterfly Knife | Slaughter (Field-Tested),2,278956
StatTrak™ Galil AR | Kami (Field-Tested),62,11532
AK-47 | Wasteland Rebel (Minimal Wear),57,308655
StatTrak™ P90 | Cold Blooded (Factory New),9,67968
★ Gut Knife | Case Hardened (Factory New),2,85470
P250 | Valence (Battle-Scarred),173,1384
PP-Bizon | Urban Dashed (Battle-Scarred),2808,2808
StatTrak™ MAG-7 | Heaven Guard (Factory New),59,8378
USP-S | Blood Tiger (Factory New),75,45675
CZ75-Auto | Crimson Web (Field-Tested),63,6489
Souvenir PP-Bizon | Night Ops (Factory New),2,40670
XM1014 | Quicksilver (Minimal Wear),80,2160
UMP-45 | Labyrinth (Field-Tested),137,1370
Sticker | Ninjas in Pyjamas (Holo) | DreamHack 2014,18,176850
M4A1-S | Cyrex (Factory New),237,1039719
Souvenir AUG | Condemned (Minimal Wear),2,25332
P90 | Module (Minimal Wear),123,29766
StatTrak™ Dual Berettas | Panther (Minimal Wear),20,7680
Tec-9 | Sandstorm (Well-Worn),115,5290
Tec-9 | Sandstorm (Field-Tested),596,27416
★ Huntsman Knife | Fade (Factory New),19,757967
Tec-9 | Brass (Field-Tested),43,10535
Glock-18 | Catacombs (Minimal Wear),183,5124
M4A4 | Desert-Strike (Factory New),26,19682
P250 | Nuclear Threat (Minimal Wear),15,108240
Tec-9 | Army Mesh (Field-Tested),5303,5303
eSports 2014 Summer Case,1320,1077120
Galil AR | VariCamo (Factory New),99,792
Sticker | Ninjas in Pyjamas | DreamHack 2014,72,230112
AK-47 | Safari Mesh (Battle-Scarred),328,1968
Nova | Koi (Factory New),78,9750
P250 | Contamination (Minimal Wear),125,28875
Tec-9 | Sandstorm (Minimal Wear),71,9585
StatTrak™ AK-47 | Case Hardened (Factory New),7,499142
Sticker | Team LDLC.com | DreamHack 2014,25,116750
DreamHack 2014 Legends (Holo-Foil),28,880460
Desert Eagle | Hypnotic (Factory New),60,516000
Sealed Graffiti | Lambda (Bazooka Pink),493,493
Sealed Graffiti | Keep the Change (Cash Green),1869,1869
StatTrak™ G3SG1 | Hunter (Well-Worn),35,315
Autograph Capsule | Team SoloMid | Cologne 2015,100,50500
XM1014 | Slipstream (Field-Tested),287,2583
Desert Eagle | Blaze (Factory New),81,4524660
Sticker | PENTA Sports  | Katowice 2015,35,30660
Sticker | Counter Logic Gaming (Foil) | Katowice 2015,10,134060
Sticker | HellRaisers | DreamHack 2014,17,105383
Sticker | Team Dignitas | DreamHack 2014,13,85202
Sticker | Natus Vincere | DreamHack 2014,8,25816
Sticker | Cloud9 | DreamHack 2014,17,77520
Sticker | Ninjas in Pyjamas (Holo) | Cologne 2014,15,34305
ESL One Cologne 2014 Challengers,256,1723392
StatTrak™ M4A1-S | Blood Tiger (Factory New),105,134190
Spectrum Case Key,1776,0
Tec-9 | Cracked Opal (Well-Worn),130,650
Five-SeveN | Orange Peel (Field-Tested),536,2680
StatTrak™ Desert Eagle | Naga (Minimal Wear),68,39644
G3SG1 | Green Apple (Minimal Wear),311,2488
Sealed Graffiti | Bling (Jungle Green),647,647
R8 Revolver | Bone Mask (Field-Tested),5121,5121
Sealed Graffiti | Popdog (Tiger Orange),767,767
Sealed Graffiti | Tilt (Battle Green),531,531
Sealed Graffiti | Tilt (Blood Red),412,412
Sealed Graffiti | King Me (SWAT Blue),290,580
Negev | Palm (Battle-Scarred),13,14027
XM1014 | Oxide Blaze (Minimal Wear),39,273
MP7 | Nemesis (Factory New),116,135720
Desert Eagle | Urban Rubble (Well-Worn),43,860
UMP-45 | Scorched (Minimal Wear),73,7957
R8 Revolver | Amber Fade (Field-Tested),103,4326
Sealed Graffiti | Eco (Monster Purple),433,433
Spectrum 2 Case Key,617,0
P250 | Franklin (Factory New),234,27144
MP7 | Forest DDPAT (Well-Worn),905,905
Sealed Graffiti | Popdog (Monarch Blue),750,750
Sealed Graffiti | Quickdraw (Tiger Orange),341,341
R8 Revolver | Bone Mask (Battle-Scarred),958,958
Sealed Graffiti | King Me (Wire Blue),324,648
Sealed Graffiti | GTG (Violent Violet),623,623
Sealed Graffiti | Speechless (Wire Blue),647,1294
Sealed Graffiti | Cocky (Bazooka Pink),268,268
Sealed Graffiti | X-Axes (Blood Red),491,491
Sealed Graffiti | GLHF (Desert Amber),439,439
Sealed Graffiti | Piggles (Bazooka Pink),614,2456
G3SG1 | Desert Storm (Well-Worn),802,802
Sealed Graffiti | Noscope (War Pig Pink),409,409
Sealed Graffiti | Sorry (Wire Blue),296,296
Glock-18 | Bunsen Burner (Minimal Wear),304,10032
Sealed Graffiti | Tombstone (Tiger Orange),267,267
Sealed Graffiti | Speechless (Brick Red),532,532
Sealed Graffiti | X-Knives (Battle Green),479,479
Sealed Graffiti | Speechless (Cash Green),747,747
Sealed Graffiti | Bling (Desert Amber),642,642
Sealed Graffiti | Karambit (Dust Brown),235,470
Sealed Graffiti | Rage Mode (Desert Amber),548,548
Sealed Graffiti | Eco (Desert Amber),312,312
Sealed Graffiti | X-Knives (Jungle Green),450,450
Sealed Graffiti | Chess King (Dust Brown),763,763
Sealed Graffiti | QQ (Desert Amber),682,682
M4A1-S | Leaded Glass (Well-Worn),15,6750
Nova | Predator (Battle-Scarred),1773,1773
M4A1-S | Decimator (Field-Tested),782,742900
Sealed Graffiti | Tilt (Brick Red),421,421
Sealed Graffiti | Backstab (Princess Pink),377,377
Sealed Graffiti | GGWP (Dust Brown),366,366
Sealed Graffiti | GGWP (Blood Red),301,301
P90 | Sand Spray (Battle-Scarred),1246,1246
AK-47 | Fuel Injector (Field-Tested),48,768816
Sticker | byali | Krakow 2017,144,21168
Glock-18 | Off World (Field-Tested),286,3432
PP-Bizon | Sand Dashed (Well-Worn),1266,1266
Sealed Graffiti | Quickdraw (Blood Red),206,412
Sealed Graffiti | Eco (Battle Green),396,396
Galil AR | Sage Spray (Well-Worn),699,699
Sealed Graffiti | Speechless (SWAT Blue),614,1228
Sealed Graffiti | QQ (Dust Brown),548,1096
Sealed Graffiti | Take Flight (Desert Amber),391,391
Sealed Graffiti | GGWP (Shark White),358,358
Sealed Graffiti | Lambda (Desert Amber),287,287
Sealed Graffiti | King Me (Monster Purple),276,552
Sealed Graffiti | Double (Bazooka Pink),449,449
Sealed Graffiti | Quickdraw (Frog Green),339,678
Sealed Graffiti | Lambda (Dust Brown),535,535
G3SG1 | Ventilator (Field-Tested),390,3120
SG 553 | Atlas (Minimal Wear),158,1738
SG 553 | Aerial (Well-Worn),59,1003
Sealed Graffiti | Immortals | Krakow 2017,146,17666
Sealed Graffiti | Ninja (Monster Purple),226,226
Souvenir Nova | Walnut (Field-Tested),184,9752
Sealed Graffiti | Eye Spy (Wire Blue),440,440
Sealed Graffiti | GGWP (Desert Amber),366,366
Sealed Graffiti | Worry (Jungle Green),543,543
Sealed Graffiti | Eat It (Tracer Yellow),488,488
StatTrak™ Sawed-Off | Fubar (Battle-Scarred),549,4392
Sealed Graffiti | Tilt (Monarch Blue),432,432
Sealed Graffiti | GTG (Desert Amber),587,587
StatTrak™ Negev | Man-o'-war (Minimal Wear),178,6764
Sticker | Magisk | Krakow 2017,200,51800
Sealed Graffiti | Mr. Teeth (Desert Amber),736,736
MP7 | Groundwater (Minimal Wear),18,7650
Sticker | HEN1 | Krakow 2017,524,114232
Sealed Graffiti | Death Sentence (Tracer Yellow),486,486
Sealed Graffiti | Quickdraw (Wire Blue),301,602
Sealed Graffiti | Lambda (War Pig Pink),645,645
Sealed Graffiti | GLHF (War Pig Pink),310,620
Sticker | Immortals | Krakow 2017,686,113876
Sticker | Virtus.Pro | Krakow 2017,453,88335
Sticker | Fnatic | Krakow 2017,458,58624
StatTrak™ Sawed-Off | Limelight (Well-Worn),17,1462
★ Hand Wraps | Slaughter (Field-Tested),14,337050
P250 | Gunsmoke (Battle-Scarred),14,4886
UMP-45 | Primal Saber (Field-Tested),488,100040
AK-47 | Orbit Mk01 (Field-Tested),412,522004
SG 553 | Triarch (Minimal Wear),79,4108
Sealed Graffiti | Rage Mode (Violent Violet),540,540
Sticker | bodyy (Foil) | Krakow 2017,11,18733
Sealed Graffiti | Piggles (Monster Purple),555,2220
